season,team,week,pythag_exp
2006,NE,14,0.806411071922525
2006,NE,15,0.7513432976491173
2006,NE,16,0.7963202470905262
2006,NE,17,0.7824299138060696
2006,NO,2,0.6939014462153471
2006,NO,3,0.6655239148263279
2006,NO,4,0.8122561379174664
2006,NO,5,0.7288255640159037
2006,NO,6,0.7001020877078938
2006,NO,8,0.6770743654584374
2006,NO,9,0.5935298438483345
2006,NO,10,0.6428814138855012
2006,NO,11,0.5995016251256838
2006,NO,12,0.5480328471404114
2006,NO,13,0.5898677131786926
2006,NO,14,0.6377934557157632
2006,NO,15,0.6749558896581509
2006,NO,16,0.657090575943092
2006,NO,17,0.6896482545499751
2006,NYG,2,0.3606881592507033
2006,NYG,3,0.5132646470722315
2006,NYG,5,0.4155010964265397
2006,NYG,6,0.5343124909145218
2006,NYG,7,0.6009941368255318
2006,NYG,8,0.6423829067957447
2006,NYG,9,0.6880274852649518
2006,NYG,10,0.6897092184546673
2006,NYG,11,0.6068469875930114
2006,NYG,12,0.5494897683955613
2006,NYG,13,0.5364641098754596
2006,NYG,14,0.5257496077557823
2006,NYG,15,0.5572120998206517
2006,NYG,16,0.5216711551419267
2006,NYG,17,0.4734261505490567
2006,NYJ,2,0.7256347862189869
2006,NYJ,3,0.5
2006,NYJ,4,0.5830817458737533
2006,NYJ,5,0.5357761757831598
2006,NYJ,6,0.29870838567769714
2006,NYJ,7,0.33828317035978644
2006,NYJ,8,0.39258429242538356
2006,NYJ,10,0.3769430337154911
2006,NYJ,11,0.3966112542486751
2006,NYJ,12,0.36678280460260076
2006,NYJ,13,0.4228086173591897
2006,NYJ,14,0.5083918059840715
2006,NYJ,15,0.46163290528676576
2006,NYJ,16,0.49523144118007134
2006,NYJ,17,0.5022905844972354
2006,OAK,2,0.0
2006,OAK,4,0.002631050516262161
2006,OAK,5,0.05328831882632584
2006,OAK,6,0.08698601960146518
2006,OAK,7,0.07748538675805003
2006,OAK,8,0.15647791436019015
2006,OAK,9,0.21855014342303825
2006,OAK,10,0.17519481437322748
2006,OAK,11,0.18856549035495837
2006,OAK,12,0.19986779477556096
2006,OAK,13,0.2047603762954108
2006,OAK,14,0.2051703247825922
2006,OAK,15,0.1884348416577185
2006,OAK,16,0.16078357478199762
2006,OAK,17,0.15690742953983197
2006,PHI,2,0.912636191288161
2006,PHI,3,0.6197817033936958
2006,PHI,4,0.688227155367163
2006,PHI,5,0.7797473813512749
2006,PHI,6,0.778363311052828
2006,PHI,7,0.7278693654266777
